      timestamp  track  channel  event  note  midi_value
930       93541      2        0      1    49          53
931       93541      1        0      1    61          69
932       93787      1        0      0    61           0
933       93811      2        0      0    49           0
934       93814      1        0      1    60          59
935       93814      1        0      1    68          59
936       93814      2        0      1    41          53
937       94080      2        0      0    41           0
938       94087      2        0      1    49          53
939       94332      1        0      0    60           0
940       94332      1        0      0    68           0
941       94353      2        0      0    49           0
942       94359      1        0      1    61          69
943       94360      2        0      1    53          80
944       94796      2        0      0    53           0
945       94850      1        0      0    61           0
946       94905      2        0      1    42          53
947       94905      1        0      1    61          69
948       95150      1        0      0    61           0
949       95423      2        0      0    42           0
950       95450      1        0      1    85          55
951       95451      2        0      1    49          53
952       95688      1        0      0    85           0
953       95689      1        0      1    85          55
954       95696      1        0      0    85           0
955       95696      2        0      0    49           0
956       95723      1        0      1    87          55
957       95723      2        0      1    56          53
958       95969      1        0      0    87           0
959       95969      2        0      0    56           0
960       95996      1        0      1    85          55
961       95996      2        0      1    49          53
962       96241      1        0      0    85           0
963       96241      2        0      0    49           0
964       96269      1        0      1    82          55
965       96269      2        0      1    42          53
966       96269      1        0      1    94          55
967       96514      1        0      0    94           0
968       96514      2        0      0    42           0
969       96514      1        0      0    82           0
970       96541      1        0      1    80          80
971       96541      2        0      1    49          53
972       96541      1        0      1    92          55
973       96787      1        0      0    92           0
974       96787      2        0      0    49           0
975       96787      1        0      0    80           0
976       96814      2        0      1    54          53
977       97060      2        0      0    54           0
978       97087      1        0      1    61          69
979       97087      2        0      1    49          53
980       97209      1        0      0    61           0
981       97223      1        0      1    63          69
982       97332      2        0      0    49           0
983       97346      1        0      0    63           0
984       97359      1        0      1    65          69
985       97360      2        0      1    37          53
986       97605      1        0      0    65           0
987       97629      2        0      0    37           0
988       97632      1        0      1    63          69
989       97632      2        0      1    44          53
990       97878      1        0      0    63           0
991       97898      2        0      0    44           0
992       97905      1        0      1    61          69
993       97905      2        0      1    49          53
994       98150      1        0      0    61           0
995       98174      2        0      0    49           0
996       98178      1        0      1    68          59
997       98178      2        0      1    41          53
998       98178      1        0      1    60          59
999       98444      2        0      0    41           0
1000      98451      2        0      1    48          80
1001      98696      1        0      0    68           0
1002      98696      1        0      0    60           0
1003      98722      2        0      0    48           0
1004      98723      1        0      1    61          69
1005      98723      2        0      1    53          80
1006      99160      2        0      0    53           0
1007      99214      1        0      0    61           0
1008      99269      2        0      1    42          80
1009      99269      2        0      1    49          80
1010      99269      1        0      1    61          69
1011      99787      2        0      0    42           0
1012      99787      2        0      0    49           0
1013      99814      2        0      1    49          53
1014     100060      2        0      0    49           0
1015     100087      2        0      1    56          53
1016     100332      2        0      0    56           0
1017     100360      2        0      1    49          53
1018     100523      1        0      0    61           0
1019     100605      2        0      0    49           0
1020     100632      2        0      1    56          58
1021     100878      2        0      0    56           0
1022     100905      2        0      1    49          55
1023     101151      2        0      0    49           0
1024     101178      2        0      1    56          80
1025     101423      2        0      0    56           0
1026     101450      1        0      1    73          67
1027     101451      2        0      1    49          80
1028     101573      1        0      0    73           0
1029     101587      1        0      1    75          67
1030     101696      2        0      0    49           0
1031     101709      1        0      0    75           0
1032     101723      1        0      1    68          67
1033     101723      2        0      1    37          63
1034     101723      1        0      1    77          67
1035     101969      1        0      0    77           0
1036     101969      2        0      0    37           0
1037     101969      1        0      0    68           0
1038     101996      1        0      1    75          67
1039     101996      2        0      1    44          63
1040     102241      1        0      0    75           0
1041     102241      2        0      0    44           0
1042     102269      1        0      1    73          67
1043     102269      2        0      1    49          63
1044     102514      1        0      0    73           0
1045     102514      2        0      0    49           0
1046     102541      1        0      1    72          67
1047     102541      2        0      1    41          56
1048     102541      1        0      1    80          67
1049     102787      2        0      0    41           0
1050     102814      2        0      1    49          63
1051     103059      1        0      0    72           0
1052     103059      1        0      0    80           0
1053     103060      2        0      0    49           0
1054     103087      1        0      1    73          67
1055     103087      2        0      1    53          63
1056     103523      2        0      0    53           0
1057     103578      1        0      0    73           0
1058     103632      1        0      1    73          56
1059     103632      1        0      1    70          56
1060     103632      1        0      1    66          56
1061     103632      2        0      1    42          63
1062     103878      1        0      0    66           0
1063     103878      1        0      0    73           0
1064     103878      1        0      0    70           0
1065     104151      2        0      0    42           0
1066     104178      1        0      1    85          59
1067     104178      2        0      1    49          63
1068     104415      1        0      0    85           0
1069     104416      1        0      1    85          59
1070     104423      2        0      0    49           0
1071     104423      1        0      0    85           0
1072     104450      1        0      1    87          59
1073     104451      2        0      1    56          63
1074     104696      2        0      0    56           0
1075     104696      1        0      0    87           0
1076     104723      2        0      1    49          63
1077     104723      1        0      1    85          59
1078     104969      2        0      0    49           0
1079     104969      1        0      0    85           0
1080     104996      2        0      1    54          63
1081     104996      1        0      1    94          59
1082     104996      1        0      1    82          59
1083     105241      2        0      0    54           0
1084     105241      1        0      0    82           0
1085     105241      1        0      0    94           0
1086     105269      2        0      1    49          63
1087     105269      1        0      1    92          59
1088     105269      1        0      1    80          80
1089     105514      2        0      0    49           0
1090     105514      1        0      0    80           0
1091     105514      1        0      0    92           0
1092     105541      2        0      1    56          63
1093     105787      2        0      0    56           0
1094     105814      2        0      1    49          63
1095     105814      1        0      1    73          67
1096     105937      1        0      0    73           0
1097     105950      1        0      1    75          67
1098     106060      2        0      0    49           0
1099     106073      1        0      0    75           0
1100     106087      2        0      1    37          63
1101     106087      1        0      1    77          67
1102     106087      1        0      1    68          67
1103     106332      2        0      0    37           0
1104     106332      1        0      0    68           0
1105     106332      1        0      0    77           0
1106     106359      1        0      1    75          67
1107     106360      2        0      1    44          63
1108     106605      2        0      0    44           0
1109     106605      1        0      0    75           0
1110     106632      2        0      1    49          63
1111     106632      1        0      1    73          67
1112     106878      2        0      0    49           0
1113     106878      1        0      0    73           0
1114     106905      2        0      1    41          56
1115     106905      1        0      1    80          67
1116     106905      1        0      1    72          67
1117     107151      2        0      0    41           0
1118     107178      2        0      1    49          63
1119     107423      2        0      0    49           0
1120     107423      1        0      0    72           0
1121     107423      1        0      0    80           0
1122     107450      1        0      1    73          67
1123     107451      2        0      1    53          63
1124     107887      2        0      0    53           0
1125     107941      1        0      0    73           0
1126     107996      1        0      1    66          55
1127     107996      1        0      1    73          55
1128     107996      2        0      1    42          63
1129     107996      1        0      1    70          55
1130     108241      1        0      0    70           0
1131     108241      1        0      0    66           0
1132     108241      1        0      0    73           0
1133     108514      2        0      0    42           0
1134     108541      2        0      1    49          63
1135     108541      1        0      1    85          59
1136     108779      1        0      0    85           0
1137     108780      1        0      1    85          59
1138     108787      1        0      0    85           0
1139     108787      2        0      0    49           0
1140     108814      1        0      1    87          59
1141     108814      2        0      1    56          63
1142     109059      1        0      0    87           0
1143     109060      2        0      0    56           0
1144     109087      1        0      1    85          59
1145     109087      2        0      1    49          63
1146     109332      1        0      0    85           0
1147     109332      2        0      0    49           0
1148     109359      1        0      1    94          59
1149     109359      1        0      1    82          59
1150     109360      2        0      1    54          63
1151     109605      1        0      0    82           0
1152     109605      1        0      0    94           0
1153     109605      2        0      0    54           0
1154     109632      1        0      1    92          59
1155     109632      1        0      1    80          80
1156     109632      2        0      1    49          63
1157     109878      1        0      0    80           0
1158     109878      1        0      0    92           0
1159     109878      2        0      0    49           0
1160     109905      2        0      1    56          63
1161     110151      2        0      0    56           0
1162     110178      1        0      1    73          67
1163     110178      2        0      1    49          63
1164     110300      1        0      0    73           0
1165     110314      1        0      1    75          67
1166     110423      2        0      0    49           0
1167     110437      1        0      0    75           0
1168     110450      1        0      1    77          67
1169     110450      1        0      1    68          67
1170     110451      2        0      1    37          63
1171     110696      1        0      0    68           0
1172     110696      1        0      0    77           0
1173     110696      2        0      0    37           0
1174     110723      1        0      1    75          67
1175     110723      2        0      1    44          63
1176     110969      1        0      0    75           0
1177     110969      2        0      0    44           0
1178     110996      1        0      1    73          67
1179     110996      2        0      1    49          63
1180     111241      1        0      0    73           0
1181     111241      2        0      0    49           0
1182     111269      1        0      1    80          67
1183     111269      1        0      1    72          67
1184     111269      2        0      1    41          56
1185     111514      2        0      0    41           0
1186     111541      2        0      1    49          63
1187     111787      1        0      0    72           0
1188     111787      1        0      0    80           0
1189     111787      2        0      0    49           0
1190     111814      1        0      1    73          67
1191     111814      2        0      1    53          63
1192     112251      2        0      0    53           0
1193     112305      1        0      0    73           0
1194     112359      1        0      1    66          53
1195     112359      1        0      1    73          53
1196     112359      1        0      1    70          53
1197     112360      2        0      1    42          63
1198     112605      1        0      0    73           0
1199     112605      1        0      0    70           0
1200     112605      1        0      0    66           0
1201     112878      2        0      0    42           0
1202     112905      1        0      1    85          59
1203     112905      2        0      1    49          61
1204     113143      1        0      0    85           0
1205     113144      1        0      1    85          59
1206     113150      1        0      0    85           0
1207     113151      2        0      0    49           0
1208     113178      2        0      1    56          61
1209     113178      1        0      1    87          59
1210     113423      2        0      0    56           0
1211     113423      1        0      0    87           0
1212     113450      1        0      1    85          59
1213     113451      2        0      1    49          61
1214     113696      2        0      0    49           0
1215     113696      1        0      0    85           0
1216     113723      1        0      1    82          59
1217     113723      2        0      1    54          61
1218     113723      1        0      1    94          59
1219     113969      1        0      0    94           0
1220     113969      2        0      0    54           0
1221     113969      1        0      0    82           0
1222     113996      1        0      1    80          80
1223     113996      2        0      1    49          56
1224     113996      1        0      1    92          59
1225     114241      1        0      0    92           0
1226     114241      2        0      0    49           0
1227     114241      1        0      0    80           0
1228     114269      2        0      1    56          61
1229     114514      2        0      0    56           0
1230     114541      2        0      1    49          56
1231     114541      1        0      1    73          62
1232     114664      1        0      0    73           0
1233     114678      1        0      1    75          62
1234     114787      2        0      0    49           0
1235     114800      1        0      0    75           0
1236     114814      1        0      1    68          62
1237     114814      2        0      1    37          63
1238     114814      1        0      1    77          62
1239     115059      1        0      0    77           0
1240     115059      1        0      0    68           0
1241     115060      2        0      0    37           0
1242     115087      2        0      1    44          63
1243     115087      1        0      1    75          61
1244     115332      2        0      0    44           0
1245     115332      1        0      0    75           0
1246     115359      1        0      1    73          61
1247     115360      2        0      1    49          63
1248     115605      2        0      0    49           0
1249     115605      1        0      0    73           0
1250     115632      1        0      1    72          60
1251     115632      2        0      1    41          56
1252     115632      1        0      1    80          60
1253     115878      2        0      0    41           0
1254     115905      2        0      1    49          63
1255     116150      1        0      0    80           0
1256     116150      1        0      0    72           0
1257     116151      2        0      0    49           0
1258     116178      1        0      1    68          59
1259     116178      2        0      1    53          63
1260     116178      1        0      1    73          59
1261     116614      2        0      0    53           0
1262     116669      1        0      0    68           0
1263     116669      1        0      0    73           0
1264     116723      2        0      1    42          63
1265     116723      1        0      1    68          53
1266     116723      1        0      1    70          80
1267     116723      1        0      1    73          53
1268     117241      2        0      0    42           0
1269     117241      1        0      0    70           0
1270     117241      1        0      0    73           0
1271     117241      1        0      0    68           0
1272     117269      2        0      1    49          40
1273     117269      1        0      1    61          51
1274     117514      2        0      0    49           0
1275     117514      1        0      0    61           0
1276     117541      2        0      1    56          40
1277     117541      1        0      1    68          51
1278     117787      1        0      0    68           0
1279     117814      1        0      1    63          51
1280     118332      1        0      0    63           0
1281     118359      1        0      1    61          50
1282     118605      1        0      0    61           0
1283     118632      1        0      1    68          50
1284     118878      1        0      0    68           0
1285     118905      1        0      1    63          48
1286     119423      1        0      0    63           0
1287     119450      1        0      1    61          46
1288     119696      1        0      0    61           0
1289     119723      1        0      1    68          45
1290     119969      1        0      0    68           0
1291     119996      1        0      1    63          45
1292     120514      1        0      0    63           0
1293     120541      1        0      1    73          50
1294     120787      1        0      0    73           0
1295     120814      1        0      1    75          54
1296     121059      1        0      0    75           0
1297     121087      1        0      1    73          60
1298     121141      2        0      0    56           0
1299     121325      1        0      1    75          57
1300     121332      1        0      0    73           0
1301     121357      1        0      0    75           0
1302     121359      1        0      1    68          57
1303     121359      1        0      1    77          57
1304     121360      2        0      1    49          49
1305     121605      2        0      0    49           0
1306     121632      2        0      1    56          49
1307     121878      2        0      0    56           0
1308     121903      1        0      0    68           0
1309     121903      1        0      0    77           0
1310     121905      2        0      1    61          49
1311     121905      1        0      1    80          57
1312     122150      1        0      0    80           0
1313     122151      2        0      0    61           0
1314     122178      2        0      1    53          49
1315     122178      1        0      1    72          57
1316     122423      2        0      0    53           0
1317     122451      2        0      1    61          49
1318     122669      1        0      0    72           0
1319     122723      1        0      1    73          57
1320     122941      2        0      0    61           0
1321     122996      2        0      1    65          49
1322     123214      1        0      0    73           0
1323     123269      1        0      1    73          57
1324     123269      1        0      1    68          57
1325     123487      2        0      0    65           0
1326     123541      2        0      1    54          49
1327     123832      2        0      0    54           0
1328     123864      2        0      1    61          49
1329     124154      2        0      0    61           0
1330     124187      2        0      1    66          49
1331     124477      2        0      0    66           0
1332     124508      2        0      0    68           0
1333     124509      2        0      1    68          49
1334     124703      1        0      0    68           0
1335     124703      1        0      0    73           0
1336     125154      1        0      1    73          57
1337     125435      1        0      0    73           0
1338     125436      1        0      1    73          57
1339     125444      1        0      0    73           0
1340     125477      1        0      1    75          57
1341     125767      1        0      0    75           0
1342     125799      1        0      1    73          57
1343     126082      1        0      1    75          57
1344     126090      1        0      0    73           0
1345     126122      1        0      1    77          57
1346     126122      1        0      1    68          57
1347     126122      2        0      1    49          49
1348     126149      1        0      0    75           0
1349     126368      2        0      0    49           0
1350     126395      2        0      1    56          49
1351     126613      1        0      0    77           0
1352     126613      1        0      0    68           0
1353     126640      2        0      0    56           0
1354     126667      1        0      1    73          57
1355     126667      1        0      1    80          57
1356     126668      2        0      1    61          49
1357     126913      1        0      0    73           0
1358     126913      1        0      0    80           0
1359     126913      2        0      0    61           0
1360     126940      1        0      1    84          57
1361     126940      1        0      1    75          57
1362     126940      2        0      1    53          49
1363     127186      2        0      0    53           0
1364     127213      2        0      1    56          49
1365     127458      1        0      0    84           0
1366     127458      1        0      0    75           0
1367     127486      1        0      1    85          57
1368     127486      1        0      1    77          57
1369     127646      2        0      0    56           0
1370     127731      1        0      0    77           0
1371     127731      1        0      0    85           0
1372     127758      1        0      1    80          57
1373     127758      1        0      1    73          57
1374     127758      2        0      1    61          49
1375     127962      1        0      0    80           0
1376     127963      1        0      1    80          80
1377     128004      1        0      0    73           0
1378     128004      1        0      0    80           0
1379     128031      1        0      1    73          57
1380     128031      1        0      1    82          57
1381     128191      2        0      0    61           0
1382     128304      2        0      1    54          49
1383     128574      1        0      0    82           0
1384     128574      2        0      0    54           0
1385     128574      1        0      0    73           0
1386     128604      1        0      1    80          57
1387     128604      2        0      1    61          49
1388     128874      2        0      0    61           0
1389     128904      2        0      1    68          49
1390     129144      1        0      0    80           0
1391     129204      1        0      1    73          57
1392     129774      1        0      0    73           0
1393     129804      1        0      1    73          57
1394     130065      1        0      0    73           0
1395     130066      1        0      1    73          57
1396     130074      1        0      0    73           0
1397     130104      1        0      1    75          57
1398     130374      1        0      0    75           0
1399     130404      1        0      1    73          57
1400     130666      1        0      1    75          57
1401     130674      1        0      0    73           0
1402     130701      1        0      0    75           0
1403     130703      1        0      0    68           0
1404     130704      1        0      1    68          57
1405     130704      1        0      1    77          57
1406     130704      2        0      1    49          49
1407     130705      2        0      0    68           0
1408     130949      2        0      0    49           0
1409     130977      2        0      1    56          49
1410     131222      2        0      0    56           0
1411     131247      1        0      0    77           0
1412     131249      1        0      1    80          57
1413     131249      2        0      1    61          49
1414     131495      1        0      0    80           0
1415     131495      2        0      0    61           0
1416     131522      1        0      1    72          57
1417     131522      2        0      1    53          49
1418     131768      2        0      0    53           0
1419     131795      2        0      1    61          49
1420     132013      1        0      0    72           0
1421     132067      1        0      1    73          57
1422     132286      2        0      0    61           0
1423     132340      2        0      1    65          49
1424     132558      1        0      0    73           0
1425     132613      1        0      1    68          57
1426     132613      1        0      1    73          57
1427     132831      2        0      0    65           0
1428     132886      2        0      1    54          49
1429     133156      2        0      0    54           0
1430     133186      2        0      1    61          49
1431     133365      1        0      0    68           0
1432     133365      1        0      0    73           0
1433     133485      1        0      1    66          57
1434     133755      1        0      0    66           0
1435     133785      1        0      1    68          57
1436     134355      1        0      0    68           0
1437     134385      1        0      1    73          57
1438     134647      1        0      0    73           0
1439     134648      1        0      1    73          57
1440     134655      1        0      0    73           0
1441     134685      1        0      1    75          57
1442     134955      1        0      0    75           0
1443     134985      1        0      1    73          57
1444     135166      2        0      0    61           0
1445     135248      1        0      1    75          57
1446     135255      1        0      0    73           0
1447     135285      1        0      1    68          57
1448     135285      1        0      1    77          57
1449     135286      2        0      1    49          49
1450     135313      1        0      0    75           0
1451     135531      2        0      0    49           0
1452     135558      2        0      1    56          49
1453     135776      1        0      0    77           0
1454     135776      1        0      0    68           0
1455     135804      2        0      0    56           0
1456     135831      1        0      1    73          57
1457     135831      2        0      1    61          49
1458     135831      1        0      1    80          57
1459     136076      1        0      0    80           0
1460     136076      1        0      0    73           0
1461     136077      2        0      0    61           0
1462     136104      1        0      1    75          57
1463     136104      2        0      1    53          49
1464     136104      1        0      1    84          57
1465     136349      2        0      0    53           0
1466     136377      2        0      1    56          49
1467     136646      1        0      0    84           0
1468     136646      1        0      0    75           0
1469     136676      1        0      1    85          57
1470     136676      1        0      1    77          57
1471     136857      2        0      0    56           0
1472     136946      1        0      0    77           0
1473     136946      1        0      0    85           0
1474     136976      1        0      1    73          57
1475     136976      1        0      1    80          57
1476     136977      2        0      1    61          49
1477     137200      1        0      0    80           0
1478     137201      1        0      1    80          80
1479     137246      1        0      0    73           0
1480     137246      1        0      0    80           0
1481     137276      1        0      1    73          57
1482     137276      1        0      1    82          57
1483     137457      2        0      0    61           0
1484     137577      2        0      1    54          49
1485     137876      1        0      0    73           0
1486     137876      1        0      0    82           0
1487     137877      2        0      0    54           0
1488     137910      1        0      1    80          57
1489     137910      2        0      1    61          49
1490     138176      1        0      0    80           0
1491     138243      1        0      1    68          57
1492     138543      1        0      0    68           0
1493     138576      1        0      1    73          57
1494     138876      1        0      0    73           0
1495     139576      1        0      1    82          57
1496     139876      1        0      0    82           0
1497     139910      1        0      1    84          57
1498     140110      2        0      0    61           0
1499     140210      1        0      0    84           0
1500     140243      2        0      1    58          49
1501     140243      1        0      1    85          57
1502     140243      1        0      1    77          57
1503     140500      2        0      0    58           0
1504     140529      2        0      1    65          49
1505     140757      1        0      0    77           0
1506     140757      1        0      0    85           0
1507     140814      1        0      1    73          57
1508     141071      1        0      0    73           0
1509     141100      1        0      1    75          57
1510     141100      1        0      1    84          57
1511     141643      1        0      0    75           0
1512     141643      1        0      0    84           0
1513     141671      1        0      1    72          57
1514     141671      1        0      1    80          57
1515     142186      1        0      0    72           0
1516     142186      1        0      0    80           0
1517     142207      1        0      1    80          57
1518     142243      1        0      1    73          57
1519     142243      1        0      1    82          57
1520     142271      1        0      0    80           0
1521     142529      2        0      0    65           0
1522     142529      2        0      1    54          49
1523     142786      2        0      0    54           0
1524     142786      1        0      0    73           0
1525     142786      1        0      0    82           0
1526     142814      1        0      1    80          57
1527     142815      2        0      1    61          49
1528     143072      2        0      0    61           0
1529     143100      2        0      1    68          49
1530     143329      1        0      0    80           0
1531     143386      1        0      1    73          57
1532     143900      1        0      0    73           0
1533     143957      1        0      1    75          57
1534     144456      1        0      0    75           0
1535     144457      1        0      1    75          80
1536     144471      1        0      0    75           0
1537     144528      1        0      0    68           0
1538     144529      1        0      1    68          57
1539     144529      1        0      1    77          57
1540     144815      2        0      0    68           0
1541     144815      2        0      1    49          49
1542     145060      1        0      0    77           0
1543     145060      2        0      0    49           0
1544     145087      1        0      1    68          57
1545     145087      2        0      1    56          49
1546     145333      1        0      0    68           0
1547     145333      2        0      0    56           0
1548     145360      1        0      1    80          57
1549     145360      2        0      1    61          49
1550     145605      1        0      0    80           0
1551     145633      1        0      1    75          57
1552     145851      2        0      0    61           0
1553     145906      2        0      1    48          49
1554     146151      1        0      0    75           0
1555     146151      2        0      0    48           0
1556     146178      1        0      1    68          57
1557     146178      2        0      1    56          49
1558     146423      1        0      0    68           0
1559     146424      2        0      0    56           0
1560     146451      1        0      1    80          57
1561     146451      2        0      1    60          49
1562     146696      1        0      0    80           0
1563     146723      1        0      1    78          57
1564     146942      2        0      0    60           0
1565     146997      2        0      1    46          49
1566     147242      1        0      0    78           0
1567     147242      2        0      0    46           0
1568     147269      1        0      1    77          57
1569     147269      2        0      1    53          49
1570     147514      1        0      0    77           0
1571     147542      1        0      1    75          57
1572     147787      1        0      0    75           0
1573     147814      1        0      1    73          57
1574     148060      1        0      0    73           0
1575     148633      1        0      1    73          57
1576     148633      1        0      1    82          57
1577     148878      1        0      0    73           0
1578     148878      1        0      0    82           0
1579     148905      1        0      1    75          57
1580     148905      1        0      1    84          57
1581     149069      2        0      0    53           0
1582     149151      1        0      0    84           0
1583     149151      1        0      0    75           0
1584     149178      1        0      1    78          57
1585     149178      2        0      1    54          49
1586     149178      1        0      1    85          57
1587     149424      2        0      0    54           0
1588     149451      2        0      1    61          49
1589     149697      2        0      0    61           0
1590     149724      2        0      1    68          49
1591     149996      1        0      1    75          57
1592     149996      1        0      0    85           0
1593     149996      1        0      0    78           0
1594     149996      1        0      1    84          57
1595     150433      1        0      0    75           0
1596     150433      1        0      0    84           0
1597     150542      1        0      1    72          57
1598     150542      1        0      1    80          57
1599     151033      1        0      0    72           0
1600     151033      1        0      0    80           0
1601     151053      1        0      1    80          57
1602     151087      1        0      1    73          57
1603     151087      1        0      1    82          57
1604     151114      1        0      0    80           0
1605     151360      2        0      0    68           0
1606     151360      2        0      1    53          49
1607     151605      1        0      0    73           0
1608     151605      1        0      0    82           0
1609     151606      2        0      0    53           0
1610     151633      1        0      1    80          57
1611     151633      2        0      1    61          49
1612     151878      2        0      0    61           0
1613     151906      2        0      1    65          49
1614     152123      1        0      0    80           0
1615     152178      1        0      1    73          57
1616     152669      1        0      0    73           0
1617     152723      1        0      1    75          57
1618     153357      1        0      1    63          57
1619     153419      1        0      1    68          57
1620     153419      1        0      0    63           0
1621     153480      1        0      1    70          57
1622     153480      1        0      0    68           0
1623     153541      1        0      0    75           0
1624     153542      1        0      0    70           0
1625     153542      2        0      0    65           0
1626     153542      2        0      1    51          49
1627     153542      1        0      1    75          57
1628     153543      1        0      0    75           0
1629     153787      2        0      0    51           0
1630     153815      2        0      1    58          49
1631     154060      2        0      0    58           0
1632     154087      2        0      1    61          49
1633     154360      1        0      1    66          57
1634     154524      2        0      0    61           0
1635     154633      2        0      1    63          49
1636     154796      1        0      0    66           0
1637     154905      1        0      1    68          57
1638     155069      2        0      0    63           0
1639     155178      2        0      1    61          49
1640     155396      1        0      0    68           0
1641     155451      1        0      1    70          57
1642     155615      2        0      0    61           0
1643     155969      1        0      0    70           0
1644     155996      1        0      1    73          53
1645     156487      1        0      0    73           0
1646     156542      1        0      1    75          58
1647     157796      1        0      0    75           0
1648     157905      1        0      1    65          64
1649     157905      1        0      1    73          64
1650     157906      2        0      1    46          54
1651     158151      2        0      0    46           0
1652     158178      2        0      1    53          54
1653     158424      2        0      0    53           0
1654     158451      2        0      1    61          54
1655     158723      1        0      1    72          64
1656     158723      1        0      1    63          64
1657     158723      1        0      0    73           0
1658     158723      1        0      0    65           0
1659     159242      2        0      0    61           0
1660     159242      1        0      0    63           0
1661     159242      1        0      0    72           0
1662     159269      1        0      1    70          64
1663     159760      1        0      0    70           0
1664     159814      1        0      1    68          64
1665     160087      2        0      1    48          54
1666     160357      2        0      0    48           0
1667     160357      1        0      0    68           0
1668     160387      2        0      1    56          54
1669     160387      1        0      1    63          64
1670     160657      2        0      0    56           0
1671     160687      2        0      1    60          54
1672     160927      1        0      0    63           0
1673     160987      1        0      1    75          64
1674     161467      1        0      0    75           0
1675     161587      1        0      1    68          64
1676     162487      1        0      1    77          64
1677     162487      2        0      0    60           0
1678     162487      2        0      1    49          54
1679     162487      1        0      0    68           0
1680     162488      1        0      1    68          64
1681     162733      2        0      0    49           0
1682     162760      2        0      1    56          54
1683     162978      1        0      0    77           0
1684     162978      1        0      0    68           0
1685     163006      2        0      0    56           0
1686     163032      1        0      1    78          64
1687     163033      2        0      1    61          54
1688     163278      2        0      0    61           0
1689     163278      1        0      0    78           0
1690     163305      1        0      1    68          80
1691     163305      1        0      1    77          64
1692     163578      2        0      1    48          54
1693     163823      1        0      0    77           0
1694     163823      1        0      0    68           0
1695     163824      2        0      0    48           0
1696     163851      2        0      1    56          54
1697     163851      1        0      1    75          64
1698     164069      2        0      0    56           0
1699     164124      2        0      1    60          54
1700     164341      1        0      0    75           0
1701     164396      1        0      1    73          64
1702     164560      2        0      0    60           0
1703     164669      2        0      1    46          54
1704     164914      1        0      0    73           0
1705     164915      2        0      0    46           0
1706     164941      1        0      1    65          64
1707     164942      2        0      1    53          54
1708     165160      1        0      0    65           0
1709     165187      2        0      0    53           0
1710     165214      1        0      1    70          80
1711     165215      2        0      1    61          54
1712     165460      1        0      0    70           0
1713     165487      1        0      1    73          64
1714     165706      2        0      0    61           0
1715     165760      2        0      1    44          54
1716     166005      1        0      0    73           0
1717     166006      2        0      0    44           0
1718     166032      1        0      1    65          64
1719     166033      2        0      1    53          54
1720     166251      2        0      0    53           0
1721     166251      1        0      0    65           0
1722     166305      1        0      1    68          80
1723     166306      2        0      1    63          54
1724     166551      1        0      0    68           0
1725     166578      1        0      1    70          64
1726     166742      2        0      0    63           0
1727     166851      2        0      1    43          54
1728     167096      2        0      0    43           0
1729     167124      2        0      1    51          54
1730     167369      2        0      0    51           0
1731     167396      2        0      1    53          54
1732     167642      2        0      0    53           0
1733     167669      2        0      1    58          54
1734     168187      1        0      0    70           0
1735     168214      1        0      1    65          64
1736     168705      1        0      0    65           0
1737     168760      1        0      1    63          64
1738     168924      2        0      0    58           0
1739     169033      2        0      1    42          54
1740     169278      2        0      0    42           0
1741     169306      2        0      1    51          54
1742     169551      2        0      0    51           0
1743     169578      2        0      1    53          54
1744     169824      2        0      0    53           0
1745     169851      2        0      1    58          54
1746     170014      1        0      0    63           0
1747     170396      1        0      1    70          64
1748     170641      1        0      0    70           0
1749     170669      1        0      1    72          64
1750     170914      1        0      0    72           0
1751     170941      1        0      1    68          64
1752     171106      2        0      0    58           0
1753     171215      2        0      1    41          54
1754     171460      2        0      0    41           0
1755     171487      2        0      1    44          54
1756     171733      2        0      0    44           0
1757     171760      2        0      1    53          54
1758     172006      2        0      0    53           0
1759     172032      1        0      1    60          63
1760     172032      1        0      0    68           0
1761     172033      2        0      1    56          54
1762     172469      1        0      0    60           0
1763     172578      1        0      1    63          63
1764     173069      1        0      0    63           0
1765     173123      1        0      1    61          63
1766     173287      2        0      0    56           0
1767     173396      2        0      1    46          54
1768     173641      1        0      0    61           0
1769     173642      2        0      0    46           0
1770     173669      2        0      1    53          54
1771     173669      1        0      1    73          63
1772     173669      1        0      1    65          63
1773     173915      2        0      0    53           0
1774     173942      2        0      1    56          54
1775     174160      1        0      0    73           0
1776     174160      1        0      0    65           0
1777     174214      1        0      1    72          63
1778     174214      1        0      1    63          63
1779     174705      1        0      0    72           0
1780     174705      1        0      0    63           0
1781     174760      1        0      1    60          63
1782     174760      1        0      1    68          63
1783     174924      2        0      0    56           0
1784     175033      2        0      1    46          54
1785     175524      2        0      0    46           0
1786     175578      2        0      1    39          54
1787     175578      1        0      1    66          51
1788     175578      1        0      0    60           0
1789     175578      1        0      0    68           0
1790     175578      1        0      1    58          51
1791     175578      1        0      1    61          51
1792     175824      2        0      0    39           0
1793     175851      2        0      1    46          54
1794     176069      1        0      0    66           0
1795     176069      1        0      0    58           0
1796     176069      1        0      0    61           0
1797     176096      2        0      0    46           0
1798     176123      1        0      1    65          63
1799     176124      2        0      1    54          54
1800     176369      1        0      0    65           0
1801     176396      1        0      1    61          63
1802     176914      1        0      0    61           0
1803     176941      1        0      1    58          63
1804     177759      1        0      0    54           0
1805     177760      1        0      1    54          52
1806     177760      1        0      0    58           0
1807     177760      2        0      1    44          54
